Run,Open,Write,Read,Close
9274,960.8,177.5,28.8,193.6
9275,887.5,250.9,30.4,379
9276,794.9,172.5,25.1,205.5
9277,781,100.5,15,106.8
9278,372.6,71.2,11.7,79.5
9279,808.8,179.8,28.3,297.5
9280,766.9,162.6,26.2,294.2
9281,744,153.5,25.5,171
9282,858.7,161.4,24.9,288.7
9283,859.9,159.1,44.3,365.2
9284,804.7,150.6,15.6,161.5
9285,1033.8,91.4,14.7,166.1
9286,402.6,74.2,11.4,87.9
9287,327.8,158,190.9,195.8
9288,477.1,244.3,200.8,439.6
9289,1168.7,194,30,302.4
9290,744,152.3,24.3,296.7
9291,873.2,156.9,25.3,285.1
9292,754,146.4,23.7,277.8
9293,1049.3,180,28.5,318.5
9294,822.1,169,16,238.9
9295,612.4,112.1,14.7,151.2
9296,373.2,75.8,11.9,91.9
9297,324.6,70.6,10.6,183.2
9298,322,210,223.6,249.3
9299,428.4,86.7,12.6,328
9300,590,112.3,14,194.6
9301,948.9,98.2,14.2,108.6
9302,691.3,109.1,14.9,203.7
9303,855.2,259.7,36.9,230.8
9304,767.5,165.2,26.7,199.8
9305,946.6,175.1,28.4,315.6
9306,783.9,166.1,27.7,333
9307,852.5,161,25.6,343.2
9308,838.1,224.7,32.9,550.2
9309,1027,208.2,29.6,390.9
9310,1035,255.5,30.8,225.5
9311,855.7,179.1,25.4,295.3
9312,731.2,156.6,25,288.4
9313,699.3,144.6,23.7,421.7
9314,1341.2,213.4,32.4,333.8
9315,863.1,271.7,41.1,463.4
9316,1186.8,285.8,30.9,389.2
9317,938.2,187.1,29.4,336.8
9318,1056.3,217,27.9,490.4
9319,923.5,229.4,31.3,485.6
9320,781.2,216.1,31.7,257.3
9321,968,174.4,28.6,313
9322,813.9,159.5,24.8,382.8
9323,838.7,177,28.7,321.5
9324,765.4,167.8,27.1,298.4
9325,751.1,149.8,25,287.5
9326,776.4,163.8,24.9,332.3
9327,913.7,186.4,29,376.4
9328,1094.7,208.9,61.5,255.1
9329,1186.9,202.9,28.3,317.4
9330,927.1,186.2,84.3,418.4
9331,838.4,172,26.4,203.2
9332,722.4,150.9,24.4,198.9
9333,962.4,353.9,26.9,336.7
9334,900.1,345.4,41.3,370.2
9335,1064,176.2,29.8,456.3
9336,900.8,180.8,28.8,447.3
9337,865.4,181,28.7,419.1
9338,820.5,317.8,36.4,387.9
9339,907.1,179.1,28.4,437.9
9340,1111.6,199.7,31.4,226.4
9341,821.9,171.3,26.4,280.8
9342,753.7,166.1,29.2,191
9343,845.2,157.7,29,208
9344,794.4,180.9,25.7,306.4
9345,869.5,161.7,23.6,216.3
9346,943.3,157.8,24.5,451.3
9347,1096.2,183.2,31.2,433.4
9348,926.8,175.7,16.5,141.5
9349,660,242.1,30.6,440.9
9350,914.1,189.9,29.7,340.4
9351,920.4,161.5,24.3,310.3
9352,718.8,149.1,23.4,193
9353,848.9,173.7,25.5,202.3
9354,753.2,163.5,25,204
9355,823.4,171.1,24.4,198.7
9356,763.5,167.5,24.7,193.9
9357,903.7,202.8,28.5,287.4
9358,770.5,155.1,25.1,304.8
9359,740.3,157.9,25.5,192
9360,924.8,219.3,19.3,366.5
9361,1633.6,687.7,193,314.2
9362,1258.2,178.3,27.1,367.6
9363,910.7,199,31.7,273
9364,974.1,174.6,25.9,214.7
9365,1024.6,167.1,26.1,339
9366,1025.9,204.8,35,389.6
9367,1019.4,363.2,29.5,432.7
9368,1236.8,244.4,31.6,217
9369,851.9,163.3,26.1,290.1
9370,864.3,219.9,27.5,410.3
9371,853.2,177.9,28.6,331.9
9372,857.6,168.9,26.3,211.3
9373,896.2,157.4,25.1,195.8
9374,839.4,166.6,24,275.6
9375,700.4,148.2,22.6,188.5
9376,869.3,182.3,26.1,415.4
9377,819.1,165.2,97,485.2
9378,881.4,185.5,29.4,281.9
9379,599.5,203.9,65.4,132.5
9380,657.4,259.8,35.8,467.2
9381,434.3,100.9,14.6,99.6
9382,304.6,68.6,10.6,77.3
9383,295.9,412.3,108,261.8
9384,989.6,178.5,27.7,287.6
9385,795.5,149.1,23.4,395.8
9386,1208.2,208.1,29.3,230
9387,932.4,158.7,24.7,304.8
9388,847.4,158.5,25.9,211.5
9389,852.5,157.3,24.9,166.2
9390,898.7,187.7,29.8,385.4
9391,439.8,361.2,48,419.3
9392,1097.2,195.8,28.5,208.5
9393,782.4,163.5,26.2,196.6
9394,832.2,163.5,25.7,198.6
9395,793.8,154.9,24,197.9
9396,911.8,209.6,242.9,242.5
9397,1211.2,206.5,28.2,250.8
9398,1039.9,261,28.4,321.7
9399,785.4,156.1,24.8,374.7
9400,801,165.3,26,367
9401,787.4,380.7,128.8,259
9402,1892.8,227.4,31.4,442.6
9403,921.4,170.4,30.8,303.5
9404,834.2,164.2,27.3,314.2
9405,864.9,327.8,30.2,376.5
9406,810.3,170.5,28.3,329.9
9407,1066.3,347,29.1,488.5
9408,728.3,171,26,294.2
9409,706.2,161.5,25.4,345.9
9410,771.6,166.4,27.4,197.5
9411,953.5,105.5,12.9,112.8
9412,830.1,227,102.2,436.9
9413,1132.3,221.6,96.7,498.6
9414,787.6,183.4,31.5,211
9415,871.3,162.7,25.5,291.5
9416,820.3,178.9,29,182.6
9417,808.7,160,25.5,298.9
9418,688.3,155.2,27,406
9419,678.4,240.1,27,281.3
9420,835.8,305.9,26.9,190.6
9421,694.5,179.6,26.4,174.1
9422,1034.5,240.8,34.2,341.8
9423,837.4,302.1,38.3,305.2
9424,722.6,150,24.1,186.4
9425,966.3,371.7,28.6,222
9426,670.9,141.2,22.8,195.6
9427,890.9,234,26.1,324.6
9428,695.3,153,26.6,181.1
9429,776.6,311.1,29.7,201.1
9430,924.3,160.1,24.8,178.2
9431,666.1,154.6,25.5,462.9
9432,810.5,479.2,85.6,496.7
9433,1040.4,197.9,88.3,233.1
9434,744.7,301.2,135.4,334.1
9435,747,147,24.2,173.2
9436,902,343.2,27.2,190.8
9437,683.9,160.8,26.6,182.7
9438,913,147.7,25.4,225.7
9439,808.2,174.4,25.7,182.3
9440,699.6,151.4,24.9,165.6
9441,994.7,166.6,24.2,267.6
9442,739.3,162.4,23.5,177
9443,776.2,148.1,23,166.1
9444,694.7,209.5,255.4,593.8
9445,762.7,183.6,25.6,274.2
9446,778.6,159.2,24.3,255.3
9447,683.5,188.5,30.6,550.4
9448,933.2,420.3,33.7,168.9
9449,692.9,382.9,68.7,326.3
9450,1152.8,223.6,115.4,380.8
9451,773.5,332.1,28.9,194.3
9452,835.3,168.8,26,345.9
9453,730.5,258.7,25.2,184.1
9454,788.6,171.6,26.4,319.6
9455,721.8,144.1,23.8,169.4
9456,725.3,303.2,143.1,202.9
9457,795.5,179.2,27.1,191.2
9458,694.4,147.9,25.7,274.4
9459,777.4,226.2,26.9,272.2
9460,723.9,151.5,24.7,273.1
9461,774.6,162.5,26.7,169
9462,769.3,152.3,24.8,170
9463,774.6,313.4,25.8,183.8
9464,894.8,219.5,25.1,173.7
9465,690.8,225.3,25.5,175.4
9466,752.2,155,28.6,352.5
9467,838.3,337.8,23.5,315.9
9468,824.3,169.6,25.4,550.6
9469,841.6,216.5,226,266
9470,896.1,189.4,31.3,512.3
9471,915,183.2,27.4,197.5
9472,748.8,387.9,33.4,437.7
9473,924.2,192.8,29,424.3
9474,911.1,198.4,29.2,433.6
9475,882.7,177.9,28.3,195.1
9476,1101.4,220.2,29.1,208.9
9477,1119.3,290.7,27.7,187.9
9478,681.3,276.7,26.3,185.4
9479,846.9,153.2,24.3,273.5
9480,688,168.8,23.8,167.3
9481,771.2,158.2,24.8,272.7
9482,705.3,158.9,24.8,278.6
9483,697.1,153.8,25.1,172.6
9484,1010.3,1222.4,29.1,195.5
9485,767.3,166.1,26.5,284
9486,708.7,150,24.5,175.5
9487,1091.2,273.7,26,186.8
9488,806.4,162,23.6,189.2
9489,706.3,398,26.5,180.6
9490,929,147.7,23.3,283.4
9491,732.1,256.7,85.6,229.2
9492,763.9,146.6,24.2,177.1
9493,780.9,251.3,41.6,414.3
9494,874.4,157.8,26.4,271.1
9495,678.1,147.3,23.6,261.7
9496,732.3,248.7,27.6,190.1
9497,814.3,144,23.5,260.6
9498,758.7,160.2,26.7,670.6
9499,776.7,552.5,32.2,195.3
9500,690.9,323.4,26.6,183.3
9501,685.1,146.5,24.9,499.8
9502,935.9,154.7,24.2,270.7
9503,687.1,145.6,23.6,166.6
9504,853,317.2,28.3,215.4
9505,769.6,169.8,25,270.5
9506,663,139,22.5,269.4
9507,746.4,166.4,25.1,178.5
9508,790.4,153.5,23.8,274.6
9509,673.9,267.7,26.8,180
9510,788,96,14.5,107.3
9511,560.9,204.5,26,197.7
9512,897.6,170.1,24.5,384.9
9513,836.4,164.7,156,446.7
9514,798.5,283.6,30.2,378.1
9515,718.3,155.4,24.6,234.4
9516,822.5,174.7,30.2,298.1
9517,896.6,188.5,29.3,203.1
9518,825.7,322.3,33.2,339.9
9519,726.7,156.2,26,179.8
9520,877.4,330.2,29.4,194.8
9521,918.4,275.5,29.1,469
9522,890.4,251.5,30.1,204.3
9523,819,160.4,25.1,276
9524,1095.5,372.5,27.7,218.9
9525,848.9,172.5,28.6,511.5
9526,832.9,282.3,30.8,336.4
9527,786.9,171.7,27.6,188.5
9528,988.1,257.2,29.1,296.1
9529,884.8,170.9,26.8,334.2
9530,1154.4,252.3,22.3,147.7
9531,1142.4,194.2,30,195
9532,935.5,177.7,26.8,190.8
9533,898.8,157,23.7,178.8
9534,671.7,144.7,24.7,175.1
9535,806.2,155.1,23.2,173.7
9536,663.5,139.2,22.5,271.1
9537,665.6,145.7,24.6,177.5
9538,749.4,149.3,22.8,273.4
9539,644.1,145.6,23.3,162.1
9540,696.7,147.4,23.7,269
9541,798.8,393.6,55.3,457.9
9542,790.3,208.3,32.1,491.8
9543,1582.7,524,69.5,258.3
9544,865.6,183.9,29.4,291.3
9545,742.5,269.8,115,222.5
9546,766.2,312.6,30.2,261.3
9547,1130.2,192.1,27.6,198
9548,772.7,214.7,26.6,191.9
9549,762.7,459.9,35,229.3
9550,822.1,166.8,26.8,186.3
9551,760.6,317.7,29,176.2
9552,883.9,103.7,14.1,103
9553,394.3,69.6,11.4,750.3
9554,1269,218.9,31.8,216.1
9555,859.8,188,27.4,476.9
9556,869.8,180.8,39.3,318.4
9557,767.8,161.5,28.5,639.3
9558,832.5,156.3,25.4,279.3
9559,670.7,163.1,94.1,192.2
9560,683.6,144.9,22.7,386.4
9561,804.2,372.4,37.7,631
9562,1027.4,213.1,33.9,568.7
9563,563.5,225.7,94.6,204.2
9564,799.9,157.2,25.2,481.6
9565,926.2,178.3,27.6,367.2
9566,998.9,172.4,26.6,381.2
9567,877.5,191.5,28.5,203.2
9568,900.9,172.7,24.7,453.8
9569,516.1,92.5,14.4,162.5
9570,345.7,142.1,18.4,101
9571,309.8,70.7,10.3,183
9572,963.9,299.3,111.7,219.1
9573,1004.2,162.6,26.8,197.9
9574,884.3,165,25.2,188.7
9575,893,109.2,189.7,286.3
9576,1022.7,110.7,262.6,287.8
9577,914.1,193.7,29.9,540.2
9578,797.8,163.4,25.5,251.2
9579,886.8,173.8,23.8,176.6
9580,708.9,345.3,24,262.4
9581,941,210.3,28.2,584.3
9582,896.4,169.8,28.9,196.9
9583,792,147.7,23.3,458.5
9584,982,189.4,26.2,196.2
9585,945.3,346.9,37.2,220.6
9586,1301.1,342.7,35.3,233.3
9587,1068.6,177.5,29.3,314.9
9588,1219.9,238.4,28.2,275.4
9589,806.2,157.9,26.7,277.2
9590,931.3,197.1,27.3,191.1
9591,874.3,456.3,41,582.4
9592,808.3,162.7,26.2,174.8
9593,785,273.9,28.6,326.8
9594,1068.5,186.4,29.1,195.9
9595,863.9,195.2,28.4,294.1
9596,766.2,177.4,26.5,290.9
9597,732.4,163.4,26.5,352.6
9598,753.6,327.1,137.9,201.5
9599,719.3,150.7,25.4,365.4
9600,783.8,229.5,28.7,194.2
9601,1092.1,244.6,59.5,429.7
9602,1156.8,188.4,26.3,206.4
9603,822.3,160,25.2,260.7
9604,1798.9,129.6,16.5,136
9605,1126.4,186.1,33.2,214.4
9606,893.5,236.4,29,213.3
9607,751.9,524.6,28.7,196.5
9608,707.7,150.4,25,274.9
9609,678.2,161.5,28.1,285.9
9610,737.9,160.2,26.2,280.6
9611,689.4,631.8,31.9,207.2
9612,745.4,158.3,28.6,269.1
9613,670.5,149.4,25.9,185.5
9614,746.4,160.5,45.9,193.1
9615,918.9,309.6,32.3,191.5
9616,708.8,228.9,42.1,351.5
9617,719.1,260.1,28.3,198
9618,708.4,153.3,23.8,168.7
9619,809.7,163.2,24.9,286.9
9620,710.6,151.4,23.6,170.4
9621,782.2,152.5,23.5,247.1
9622,920.5,155.2,24.5,253.1
9623,736.8,148.7,23,276.7
9624,684.1,159.2,27.9,182.1
9625,794.1,154.5,24.9,269.9
9626,754.6,156.1,16,237.8
9627,784.4,177.2,109.7,160.8
9628,414.4,83,12.7,138.4
9629,1002.6,285.1,39.5,436.7
9630,945.1,172.8,26.1,486
9631,716.9,153.7,26.7,171.1
9632,857.6,459.3,47.9,368.7
9633,775.3,150.4,24.9,277.9
9634,805.6,194,26.2,176.8
9635,682.3,148.3,23.3,270.8
9636,757.7,329,69,430.1
9637,982.1,168.5,15.2,114.1
9638,425.3,94.8,11.8,97.3
9639,304.6,63.9,9.8,71.8
9640,774.2,164.2,26.6,278.8
9641,711.6,250.5,28,183
9642,700.7,273.5,29.1,182.3
9643,678.9,297.1,38.2,246.8
9644,991,153.8,23.8,262.8
9645,815.6,149.7,23.2,279.4
9646,665.8,297.4,27.7,183.1
9647,646.8,151.2,25,177.1
9648,805.6,150.9,24.5,232
9649,681.3,149.1,25.3,271.5
9650,661,149.9,23.8,291.3
9651,425.2,85.9,13.3,123.4
9652,768.6,178.9,25.1,275.5
9653,809,174.1,26.3,187.1
9654,517.9,338.4,37.2,319.8
9655,828.3,248.7,24.4,249.4
9656,669.7,146.7,26.7,207.9
9657,932.8,187.1,28.8,293
9658,793.3,163.5,26.8,292.9
9659,902.2,166.6,25.8,173.9
9660,736.7,156.3,25.7,174.5
9661,810.5,302.2,88,187.6
9662,801.8,146.3,198.3,149
9663,866.6,341.4,40,355.7
9664,735.2,150.5,23,266.8
9665,789.2,178.7,150.7,198.4
9666,732.9,274.3,83.3,190.5
9667,722.1,320.3,28.6,189.3
9668,1002.3,183.3,24.4,182.6
9669,671.5,148,23.5,171.8
9670,907.5,217,29.5,339.9
9671,699.9,314.4,28.2,185.3
9672,772.3,326.1,27.3,182.4
9673,741,166.7,25.3,270.6
9674,723.3,331.1,45.3,154.8
9675,965.1,158.8,24.7,171.2
9676,763.4,390.3,28.5,183.1
9677,719.3,142.4,23.3,246.6
9678,804.1,161.8,23.8,176.6
9679,742.8,319.1,164.7,186.2
9680,862,161.1,24.2,172.2
9681,714.3,151.8,22.8,297.8
9682,740.3,151,26,279
9683,1424.8,290.2,28.4,381.2
9684,781.2,153.9,24.6,332.9
9685,1091.7,403.6,82.9,143.1
9686,665.4,91.3,13.7,176.3
9687,584.6,225.2,29.5,523
9688,648.7,370.6,29.1,456.8
9689,827,319.7,49,192
9690,766.4,118.4,15.1,113.3
9691,482.6,88.3,127.2,221.1
9692,971.7,162.4,238.7,400.8
9693,648.4,377.5,95.3,210.7
9694,702.1,176.4,145.7,190.9
9695,806,152.1,25.4,176.6
9696,981.7,129,14.8,123.6
9697,399,72.5,11.4,496.4
9698,853.1,327,28.6,437.7
9699,726.5,176.2,139.5,191.6
9700,672.3,146.6,24,164.3
9701,998.4,172.4,24.7,330.7
9702,662.8,208.2,147.6,185
9703,803.5,161.2,24.6,243.6
9704,767.4,173.1,196.5,198.8
9705,659.6,464.8,41.9,254.8
9706,912.3,303.1,29.6,189.8
9707,917.6,461.4,18.2,239.9
9708,450.5,79,14.6,84.1
9709,525.3,396.7,24.3,305
9710,900.6,179.7,26.9,331.2
9711,1041.7,183.3,25.3,196.5
9712,826.3,168,25.3,245.6
9713,704.9,153,24.8,178.6
9714,949.5,284.1,27.2,353.4
9715,998.9,177.7,25.6,180.1
9716,702.6,300.5,131.5,308.5
9717,826.1,173.5,25.2,263
9718,802.8,226.8,25.7,209.8
9719,1237.8,277.4,32.6,377.1
9720,986.3,360.9,26.3,396.5
9721,958.8,229,25.7,313.2
9722,831.8,288.8,32,313.3
9723,802.7,340.6,26.8,186.9
9724,721.3,462.2,165,375.9
9725,909.1,187,26.5,190.9
9726,889.4,175.5,25.7,249.8
9727,841.2,199.4,27.9,384
9728,1163.8,588.2,39.6,197.4
9729,505.2,163.1,15,98.5
9730,1164.6,258.6,32.4,365.6
9731,721.8,361.9,30.7,204.4
9732,906.9,394.5,29.6,199.9
9733,716.7,154,28.7,235.2
9734,996.8,242.8,31.8,327
9735,933.8,162.6,27.3,180.6
9736,841.6,159.1,25,402.6
9737,892.3,208.5,30,222.8
9738,852.4,222.6,22,154.6
9739,722.8,333.4,38.1,362.1
9740,782.5,162.9,25.7,292.9
9741,809.8,173.7,24.8,174.6
9742,853.5,160.7,26.2,179.9
9743,721.1,148.3,24.8,287.4
9744,701.5,311.2,27.1,570
9745,1155.2,228.2,29,637.1
9746,793.2,218.9,62.4,347.4
9747,699.7,152.9,25.6,152
9748,736.7,337.9,26.7,188.8
9749,698.2,170.5,30.6,203
9750,907.1,179.5,92.5,424
9751,1321.7,317.2,137.4,647.4
9752,937.8,161.8,27,180.1
9753,863.8,164.2,24.7,183.6
9754,789.8,181.1,27.9,176.5
9755,807.1,381,156.4,211.8
9756,817.3,176.8,25.8,175.1
9757,1007.8,148.6,15.7,126.2
9758,764.1,180.6,24.8,190.7
9759,826.7,318.5,33.7,303
9760,509.2,84.4,13.6,95.5
9761,333.5,72.9,96.8,312
9762,929.7,501.2,35.9,531.9
9763,1099.3,143.8,28.2,602.4
9764,877.5,175.5,239.6,399.9
9765,780.3,383.2,90.1,202.7
9766,805.9,170.8,25.8,348.8
9767,830.6,172.8,25.4,284.8
9768,675.9,149.4,72.2,192.2
9769,833.1,162.9,24.7,260.8
9770,866.5,270.9,18.2,129.7
9771,660.2,187.6,29.4,245.1
9772,944.4,230.1,30.4,670.8
9773,1038.5,181.7,26.8,354.2
9774,703,561,62.1,322.1
9775,805.7,156.5,25.5,277.2
9776,807,264.8,25.3,327.7
9777,789.3,161.8,29.2,188.3
9778,1195.9,193.2,24.8,188.6
9779,751.2,161.1,25.5,172
9780,812.9,275.7,137.4,280.6
9781,947.2,459.7,191.4,239.4
9782,1098.1,281.5,30.9,351.5
9783,950.3,224.6,29.2,416.5
9784,1146.4,282.1,36.3,318.8
9785,1340.6,212.1,30,210.5
9786,1138.3,188.9,27.5,269.2
9787,812.3,162.6,28.6,294.5
9788,920.9,171.8,26.6,241.4
9789,694.6,141.8,348,233.6
9790,879.4,168,16.1,314.6
9791,1222.4,236.9,203.2,323.1
9792,821.7,172.7,26.4,194.3
9793,737.5,171.9,28.7,208.3
9794,904.1,187.7,177.9,203
9795,677,153.1,29.7,292.6
9796,807.5,175.3,26.1,351.1
9797,918.3,158.6,24.4,180.7
9798,939.4,198.2,28.3,371.2
9799,817.6,180.4,26.4,266.2
9800,819.8,144,15.8,124.6
9801,839.9,310.8,42.4,654.8
9802,907.6,216.8,35.3,373.4
9803,885.5,187,31.7,325.8
9804,824.6,165.6,28.3,218
9805,742.1,378.2,34.9,348.5
9806,1009.8,179.5,27.8,189.6
9807,828,153.7,24.2,278.2
9808,761.4,386.7,98.2,239.7
9809,842.8,227.8,27.5,167
9810,1049,360.5,54.2,654.1
9811,3179.4,394.4,27,3725.2
9812,984.1,189.7,31.6,246.7
9813,846,207.7,29.1,203.4
9814,804.5,272.6,29.5,207.4
9815,743.8,160.1,25.7,246.8
9816,816.7,514.6,38.8,425.9
9817,1011.9,233.4,31.6,251.7
9818,875.1,189.7,33,320.6
9819,979.2,192.9,29.2,332.5
9820,852.3,154.3,25.3,331.4
9821,693.7,151.1,24.5,173.5
9822,733.4,157.9,25.8,185.9
9823,677,155.4,24.9,174.9
9824,686.6,258.5,68.4,230.7
9825,703.7,163,27.2,300.6
9826,690.4,151.4,24.2,182.6
9827,800.8,158.6,26.8,278.4
9828,730.8,168.5,32.9,197.2
9829,823.5,170.5,30,398
9830,710.3,219.6,28.6,216.6
9831,808.7,266.3,28.1,194.1
9832,725.1,157.9,25.5,450.4
9833,810.3,173.1,29.2,207.4
9834,959.5,213.5,28,187.8
9835,763.1,293.4,27.4,388.7
9836,1055.1,174.7,28.4,195.5
9837,865.6,171.6,25,181.4
9838,760.8,191.3,24.6,364.2
9839,867.8,205.9,27.3,429.5
9840,1050.5,425.6,43.3,410.7
9841,891.6,165.9,62.7,348.1
9842,1236.6,232.5,28.1,162.8
9843,1057,410.2,42.5,333.7
9844,1183.9,162.5,24.7,219.9
9845,765.5,165.8,24.7,195.7
9846,753.9,147.9,24.1,174.7
9847,760,170.9,26.6,460.3
9848,891.8,209.1,29.8,354
9849,961.5,199.6,110.9,209.3
9850,768.4,154.4,25.9,281.9
9851,655,140,22.8,166.7
9852,1053,368.4,37,456.2
9853,1076.4,186.5,27.9,201.2
9854,840.5,193.9,26.6,374.2
9855,776.8,163.2,27.4,289.4
9856,951.9,173.9,27.7,461
9857,971.1,182.8,29.2,408.3
9858,922.3,173.5,28.3,316
9859,819.9,327.1,35.4,241.6
9860,1035.9,207.1,30.5,213.7
9861,1401.7,207.1,31.4,326
9862,798.2,162.2,25.6,313.7
9863,869.5,153.1,25,178.6
9864,950.4,178.5,27.1,203.2
9865,748.3,304.4,35.5,252.4
9866,786.7,237.2,30.3,528.9
9867,859.6,172.4,28.3,261.7
9868,747.5,376.7,32.8,354.4
9869,797.7,413.7,59.3,308.2
9870,954.7,186.7,30.1,280
9871,799,169.3,25.6,185.4
9872,736.7,152.7,22.9,166.6
9873,836.8,159.7,24.2,178
9874,1017.2,215.6,26.7,195.5
9875,911.3,227.8,25.8,285
9876,682.5,141.1,23.5,183
9877,832.6,315.2,27.3,298.9
9878,791.9,257,23.8,375
9879,763.2,181,34.1,310.5
9880,852.3,223.3,31.3,253.1
9881,1118.9,214.8,28.1,392.3
9882,755.8,160.1,24.6,478.7
9883,698,151,23.8,275
9884,715.2,195.4,32.8,204.1
9885,888.8,171,27.8,181.6
9886,996.4,218,58.3,326.4
9887,836.9,168.7,27.9,185.5
9888,810.8,163.9,26.9,510
9889,1013.4,175.1,99.4,204.7
9890,786,164,24.4,174.4
9891,738.2,169.8,26.9,182.6
9892,832.8,156.9,24.8,202.9
9893,723.6,357.3,32.5,530.2
9894,993.4,399.5,103.9,229
9895,944.1,179,26.9,183.5
9896,863.6,168.9,125.2,200.3
9897,799.3,161.6,24.4,359.7
9898,641.7,240.8,29.3,269.8
9899,760.8,283.3,40.1,320.4
9900,1104.8,182.4,28.7,441.6
9901,1183.3,321.1,44.2,314.2
9902,701.5,117.7,17.9,105.9
9903,339.3,72.4,11.9,341.9
9904,1063,220.9,31.7,452.4
9905,983.8,274.6,29.6,428.4
9906,1292.4,189.5,27.4,305.9
9907,1144.2,198.2,27.5,351
9908,747.5,156.6,25.6,211.4
9909,934.4,233.5,25.9,182.6
9910,796.5,169.5,25.2,184.4
9911,667.2,144.9,28,173.2
9912,1401.4,205.1,27.4,307.3
9913,969.5,188.7,27.8,513.4
9914,1061.5,311.9,33.7,217.7
9915,967.4,382.7,31.6,323
9916,763.4,526.9,29.6,218.5
9917,770.2,157.9,25.1,277.5
9918,698.4,156.2,25.9,188.1
9919,702.3,216.9,18.9,150.3
9920,1135.4,193.1,29.1,203.1
9921,818.5,166.7,27.9,189.8
9922,732.2,168.2,27.8,201.7
9923,844.6,286.3,32.7,534.9
9924,726.1,448.2,39.9,322.1
9925,972.2,350,37.8,503.5
9926,864.9,340,34.8,216.7
9927,711.1,244.8,26.4,185.6
9928,881.8,307.8,26.4,192
9929,815.7,168.9,24.4,182.8
9930,688.6,524.8,27,195.1
9931,702.3,267,26.3,322.5
9932,773.4,165.1,24.4,180.9
9933,815.5,245.2,242.6,257.8
9934,923.8,380.7,84,197.3
9935,770.2,158.2,23.9,279.4
9936,695,184.9,39.1,458.6
9937,964.2,188,28.7,208.1
9938,996,184.7,27.1,534.2
9939,861,170.2,28.3,289.2
9940,918,290.1,61,463.2
9941,1155.3,197.8,26.9,340
9942,897.9,180.8,28,204.3
9943,844.4,95.5,16.1,469.7
9944,1297.3,254.7,31,282.4
9945,1186.2,187.1,31.6,443.1
9946,881.4,244.6,32.1,241.1
9947,1008.2,176.4,87.3,444.5
9948,828.8,265.8,31.2,285.3
9949,824.7,296.2,31.4,237.2
9950,736.9,229.4,28.3,276.2
9951,813.6,186.2,23.8,375.6
9952,1229.8,325.4,82.6,228.2
9953,779.9,369.5,114.8,203.7
9954,793.5,164.2,24.9,512.7
9955,949.3,174,27,310.8
9956,758,156.8,26.7,316.1
9957,749.4,157.5,25.7,288.2
9958,696.3,272.3,27.6,182.9
9959,897.5,289.4,31.4,184
9960,767.4,158.1,26.1,270.4
9961,692.3,258,30.4,180.8
9962,682.6,144.6,22.8,221.4
9963,1160.4,224.1,30.7,327.6
9964,1057.7,222.8,38.1,419.5
9965,1036,237.6,27.5,196.2
9966,997.4,244.5,33,484
9967,1151.2,187.5,32.3,242.5
9968,747.2,167,28.5,300.2
9969,734.4,167,25.8,278.6
9970,658.2,241.5,22.4,172
9971,733.2,140.1,22.2,263.3
9972,725.4,258.4,26.7,275.6
9973,851,163.2,24.9,266.4
9974,536.9,93.7,14.6,124
9975,308.1,85.3,170.3,270.7
9976,900.8,186.3,27.1,185.6
9977,877.8,154.7,25,335.6
9978,796.5,150.9,25,170.6
9979,782.5,173.2,25.3,196.7
9980,840.2,164.9,25.3,410.4
9981,1172.4,179.2,27.8,259.5
9982,794.7,225.8,28.1,297.1
9983,855.4,160,26.8,266.2
9984,689.8,147.1,26.8,279.1
9985,804.5,178.2,24.8,467.2
9986,546.7,330,57.2,362.3
9987,710.3,315.8,38.3,325.8
9988,739.6,152.7,25.4,465.5
9989,662.5,146.9,22.7,170.8
9990,880.4,172.6,27.1,376.9
9991,845.8,216.3,105.7,195.1
9992,669.1,144.6,24.5,305.2
9993,703.9,153.7,25.8,171.4
9994,839.4,161.4,24.9,205.9
9995,901,165.5,24.4,181.7
9996,719.8,147.6,23.2,171.9
9997,1597.2,211.2,28.4,210.5
9998,1071.3,288.7,108.3,351.3
9999,964.9,181,26.4,185.4
10000,912.1,261.9,28.8,183.4
10001,985.3,207.3,24.5,356.8
10002,822.6,300.9,36.6,217.9
10003,793.7,166.3,27.1,341.3
10004,974.6,227.7,103.6,234.2
10005,815.9,165.1,30.2,183.7
10006,854.8,163.4,172.1,352.3
10007,1138.8,198.1,29.6,271.8
10008,1041.4,255.7,28.4,207.2
10009,851.2,166.3,26.8,190.9
10010,950.3,187.2,26.8,345.1
10011,869.3,254.8,28.9,300.3
10012,858.3,176.5,30.2,667.9
10013,1153.3,231.6,62.9,230.3
10014,889.4,175.1,31.3,388.9
10015,713.8,172.2,29.1,302.1
10016,741.5,266.2,25.7,293.9
10017,824.3,114.6,15.9,105.9
10018,570.3,96.1,15.5,321.1
10019,1491.8,183.4,30.5,211.8
10020,1101.2,226.4,53.2,456.5
10021,828.1,407.1,34,263.7
10022,728.3,207.2,26,279.1
10023,660.4,164.2,23.5,169.4
10024,672.2,218,25.9,284.5
10025,695.8,209.3,24.4,319.8
10026,941,159.1,26.9,282
10027,763,160.6,26.8,228.6
10028,1092.6,342.8,52.7,214.3
10029,896.9,201.6,27.9,285.3
10030,794.3,180.6,26.3,285.3
10031,946.5,380.8,80.3,431.4
10032,997.8,291.7,28.1,207.2
10033,857.1,189.5,26,358.4
